FACTOR,CRIME_TYPE,COUNT,COMMUNITY_AREA,CORRELATION
demo_hd01_vd50,OTHER OFFENSE,8,19,0.851789292787418
demo_hd01_vd52,TOTAL,8,71,0.851728251023449
demo_hd01_vd55,OTHER OFFENSE,8,31,0.8517083186684375
demo_hd01_vd50,NARCOTICS,8,12,0.8517077584171264
demo_hd01_vd14,TOTAL,8,43,-0.8517063617212431
demo_hd01_vd08,NARCOTICS,8,30,0.8516058989329088
demo_hd01_vd31,OTHER OFFENSE,8,31,0.8515452891393901
traffic_bus,TOTAL,7,53,0.8515334525264869
demo_hd01_vd14,TOTAL,8,42,-0.8515207661128006
demo_hd01_vd38,ROBBERY,8,68,0.8514925859493838
demo_hd01_vd37,SEX OFFENSE,8,20,-0.8514346976327671
demo_hd01_vd36,CRIMINAL DAMAGE,8,63,0.8514042564709596
demo_hd01_vd26,BURGLARY,8,65,-0.8513324080586099
demo_hd01_vd36,OTHER OFFENSE,8,6,0.8513136899631641
demo_hd01_vd42,OTHER NARCOTIC VIOLATION,8,2,0.8512997821416848
demo_hd01_vd46,CRIMINAL TRESPASS,8,5,0.8512902751258248
demo_hd01_vd36,CRIMINAL DAMAGE,8,11,0.8512785822966081
demo_hd01_vd32,PROSTITUTION,8,22,0.8512684472621802
demo_hd01_vd02,BATTERY,608,0,0.8512677302311941
demo_hd01_vd50,CRIMINAL TRESPASS,8,5,0.8512594533594543
demo_hd01_vd55,TOTAL,8,18,0.8512480926086813
demo_hd01_vd36,BATTERY,8,25,0.8512435052485339
demo_hd01_vd14,BATTERY,8,67,-0.8511671445935295
demo_hd01_vd26,OTHER OFFENSE,8,60,-0.8511671235221191
demo_hd01_vd41,PROSTITUTION,8,73,0.8511658949332807
demo_hd01_vd45,OTHER NARCOTIC VIOLATION,8,17,0.8511497879626682
demo_hd01_vd59,CRIMINAL DAMAGE,8,62,0.8511239309447209
demo_hd01_vd38,ROBBERY,8,66,0.8511221175688829
demo_hd01_vd56,OTHER OFFENSE,8,38,0.8511025153357974
demo_hd01_vd37,GAMBLING,8,35,0.8510902971325203
demo_hd01_vd28,DECEPTIVE PRACTICE,8,29,0.8510840919562346
demo_hd01_vd49,PROSTITUTION,8,40,0.8510710294649648
demo_hd01_vd14,BATTERY,8,61,-0.8510709866425266
demo_hd01_vd31,CRIMINAL TRESPASS,8,5,0.8510510092234025
demo_hd01_vd46,OTHER OFFENSE,8,31,0.8510297392307138
demo_hd01_vd38,CRIMINAL DAMAGE,8,30,0.8510168955203208
demo_hd01_vd31,PROSTITUTION,8,22,0.8510154592840321
demo_hd01_vd39,CRIMINAL DAMAGE,8,21,0.8510049621493277
demo_hd01_vd51,BATTERY,8,71,0.8509862975033713
demo_hd01_vd37,ASSAULT,8,5,0.8509071612445479
demo_hd01_vd53,CRIMINAL DAMAGE,8,66,0.8508631936705495
demo_hd01_vd36,CRIMINAL DAMAGE,8,16,0.8508450509820072
demo_hd01_vd33,PROSTITUTION,8,73,0.850813552887858
demo_hd01_vd38,BATTERY,8,72,0.8507737961175511
demo_hd01_vd39,TOTAL,8,47,0.8507503415806182
traffic_bus,WEAPONS VIOLATION,7,39,0.8507148238800148
demo_hd01_vd32,CRIMINAL TRESPASS,8,5,0.8506815273186561
demo_hd01_vd14,OTHER OFFENSE,8,21,-0.8506438220682144
demo_hd01_vd46,PROSTITUTION,8,22,0.8506116136949146
demo_hd01_vd33,KIDNAPPING,8,9,0.850573746364888
demo_hd01_vd37,TOTAL,8,59,0.8505542793389685
demo_hd01_vd39,BATTERY,8,2,0.8505249846466061
demo_hd01_vd37,BATTERY,8,28,0.8505213138266517
traffic_bus,THEFT,7,22,0.8504576821942893
demo_hd01_vd39,THEFT,8,17,0.8504418321931889
demo_hd01_vd41,GAMBLING,8,5,0.8502846779208391
demo_hd01_vd33,CRIMINAL DAMAGE,8,56,0.8502641091159394
demo_hd01_vd52,BURGLARY,8,38,0.8502551347888059
demo_hd01_vd41,GAMBLING,8,19,0.8502462866036892
demo_hd01_vd52,PROSTITUTION,8,8,0.8502203720943156
demo_hd01_vd52,PROSTITUTION,8,32,0.850190076490936
demo_hd01_vd35,CRIMINAL DAMAGE,8,15,0.8501170778993917
demo_hd01_vd53,CRIMINAL DAMAGE,8,22,0.8500983315202022
traffic_bus,TOTAL,7,43,0.8500888814314016
demo_hd01_vd23,DECEPTIVE PRACTICE,8,10,-0.8500500683352424
demo_hd01_vd14,BURGLARY,8,73,-0.8500460946917104
traffic_bus,TOTAL,7,44,0.8500373868932724
demo_hd01_vd39,CRIMINAL DAMAGE,8,18,0.8500255612812864
demo_hd01_vd14,BATTERY,8,24,-0.8499908261671361
demo_hd01_vd52,CRIMINAL DAMAGE,8,11,0.8499670762904747
demo_hd01_vd38,GAMBLING,8,53,0.8499600120002976
demo_hd01_vd33,OTHER NARCOTIC VIOLATION,8,17,0.8498867488130953
demo_hd01_vd28,PROSTITUTION,8,66,-0.8498841519691277
demo_hd01_vd39,CRIMINAL DAMAGE,8,62,0.8497864710251577
demo_hd01_vd14,TOTAL,8,16,-0.8497704194434472
demo_hd01_vd56,CRIMINAL DAMAGE,8,57,0.849724843103861
demo_hd01_vd56,BURGLARY,8,42,0.8496957459225609
demo_hd01_vd50,PROSTITUTION,8,3,0.8496749469782408
demo_hd01_vd56,PROSTITUTION,8,8,0.8496523306066537
demo_hd01_vd22,CRIMINAL DAMAGE,8,12,0.8496374458456729
demo_hd01_vd14,TOTAL,8,69,-0.8496084690221937
demo_hd01_vd56,TOTAL,8,5,0.8495980919209413
demo_hd01_vd36,CRIMINAL DAMAGE,8,75,0.8495739737824523
demo_hd01_vd16,OTHER OFFENSE,8,74,0.849550419982694
demo_hd01_vd26,BURGLARY,8,48,-0.8495501860049564
demo_hd01_vd40,KIDNAPPING,8,9,0.8495097607849957
demo_hd01_vd14,DECEPTIVE PRACTICE,8,64,0.8494824203518662
demo_hd01_vd14,BURGLARY,8,68,-0.8494580233479746
demo_hd01_vd49,PROSTITUTION,8,75,0.8494227324891451
traffic_bus,TOTAL,7,49,0.849422477654873
demo_hd01_vd41,TOTAL,8,18,0.8494113166669272
demo_hd01_vd08,NARCOTICS,8,21,0.8493855656465381
demo_hd01_vd14,TOTAL,8,30,-0.8493443036666811
demo_hd01_vd51,CRIMINAL DAMAGE,8,49,0.8493137159245959
demo_hd01_vd18,KIDNAPPING,8,9,0.8492970058050316
demo_hd01_vd36,PROSTITUTION,8,40,0.8492634373690224
demo_hd01_vd37,ROBBERY,8,1,0.8492630908391976
demo_hd01_vd37,CRIMINAL DAMAGE,8,30,0.8492105293189017
traffic_bus,ASSAULT,7,26,0.8492077884153696
demo_hd01_vd52,CRIMINAL DAMAGE,8,61,0.8491914867809296
demo_hd01_vd51,NARCOTICS,8,57,0.8491841302288995
demo_hd01_vd03,TOTAL,8,47,0.8491686340038923
demo_hd01_vd38,CRIMINAL TRESPASS,8,42,0.8491622482657034
demo_hd01_vd38,OTHER OFFENSE,8,24,0.8491535491078446
demo_hd01_vd50,CRIMINAL DAMAGE,8,66,0.8491522262739034
demo_hd01_vd39,TOTAL,8,56,0.849122257012439
demo_hd01_vd14,TOTAL,8,68,-0.8491031086321084
demo_hd01_vd38,OTHER OFFENSE,8,1,0.849085833195854
demo_hd01_vd14,TOTAL,8,60,-0.8490783467556648
demo_hd01_vd37,TOTAL,8,65,0.8490502989681581
demo_hd01_vd39,BATTERY,8,15,0.8490230216470206
demo_hd01_vd52,KIDNAPPING,8,41,0.8489943649387469
demo_hd01_vd52,BATTERY,8,7,0.8489906698489161
demo_hd01_vd08,GAMBLING,8,69,0.8489794152825614
demo_hd01_vd52,TOTAL,8,19,0.8489302834582281
demo_hd01_vd51,BATTERY,8,2,0.8489067427868441
demo_hd01_vd28,TOTAL,8,48,-0.8488599973003118
demo_hd01_vd26,BURGLARY,8,20,-0.848852417919549
demo_hd01_vd14,PUBLIC PEACE VIOLATION,8,58,-0.8488182895540438
demo_hd01_vd51,OTHER OFFENSE,8,56,0.8488120142978861
demo_hd01_vd53,TOTAL,8,47,0.848797361695174
demo_hd01_vd52,CRIMINAL DAMAGE,8,74,0.8487701108874189
demo_hd01_vd49,PROSTITUTION,8,21,0.8487593532624234
demo_hd01_vd55,NARCOTICS,8,33,0.8487439850687507
demo_hd01_vd33,NARCOTICS,8,12,0.8487422893786124
demo_hd01_vd37,TOTAL,8,5,0.8487393768477908
demo_hd01_vd38,BURGLARY,8,69,0.8487285682994964
demo_hd01_vd30,OFFENSE INVOLVING CHILDREN,8,6,0.8487272414187794
demo_hd01_vd52,NARCOTICS,8,2,0.8487102478784947
demo_hd01_vd08,NARCOTICS,8,66,0.8486992099185241
traffic_bus,THEFT,7,76,0.8486794711813338
traffic_bus,TOTAL,7,60,0.8486721338937561
demo_hd01_vd51,PROSTITUTION,8,20,0.8486344239491932
demo_hd01_vd28,BURGLARY,8,22,-0.8486337406771289
demo_hd01_vd35,GAMBLING,8,33,0.8486227932171051
demo_hd01_vd51,BATTERY,8,7,0.8486140361948259
demo_hd01_vd52,GAMBLING,8,35,0.8485801842799331
demo_hd01_vd50,TOTAL,8,64,0.8485632257396699
demo_hd01_vd53,CRIMINAL DAMAGE,8,11,0.8485050353685518
demo_hd01_vd28,NARCOTICS,8,21,-0.848502530488136
demo_hd01_vd39,TOTAL,8,25,0.8484702440355686
demo_hd01_vd56,THEFT,8,17,0.8484563104379212
demo_hd01_vd53,CRIMINAL DAMAGE,8,75,0.8484533155304885
demo_hd01_vd50,TOTAL,8,59,0.848450560197839
demo_hd01_vd39,CRIMINAL TRESPASS,8,42,0.8484308565284907
demo_hd01_vd50,ASSAULT,8,49,0.8484033890872058
demo_hd01_vd38,DECEPTIVE PRACTICE,8,55,-0.8483856471464748
traffic_bus,BATTERY,7,31,0.8483510842581444
demo_hd01_vd36,CRIMINAL DAMAGE,8,22,0.8483326854228304
demo_hd01_vd35,OTHER OFFENSE,8,19,0.8483280942435906
demo_hd01_vd08,NARCOTICS,8,61,0.8483129703531532
demo_hd01_vd37,ASSAULT,8,68,0.848310969782396
demo_hd01_vd37,CRIMINAL DAMAGE,8,16,0.8482459283388525
demo_hd01_vd52,BATTERY,8,25,0.848227938731446
traffic_bus,CRIMINAL DAMAGE,7,69,0.8482174401429844
demo_hd01_vd39,NARCOTICS,8,2,0.8482119145536314
demo_hd01_vd08,NARCOTICS,8,42,0.8482113829158612
traffic_bus,THEFT,7,44,0.8482063042875844
demo_hd01_vd37,KIDNAPPING,8,41,0.8482004982783473
demo_hd01_vd33,OTHER OFFENSE,8,31,0.8482000989599953
demo_hd01_vd01,TOTAL,8,47,0.8481781361085069
demo_hd01_vd26,WEAPONS VIOLATION,8,63,-0.8481464091754627
demo_hd01_vd14,TOTAL,8,49,-0.8481462158690859
demo_hd01_vd46,GAMBLING,8,19,0.848114190973346
demo_hd01_vd56,TOTAL,8,47,0.8480973768788045
demo_hd01_vd36,CRIMINAL DAMAGE,8,49,0.8480819090556685
demo_hd01_vd04,TOTAL,8,47,0.8480690009001174
demo_hd01_vd51,TOTAL,8,18,0.8480499012608681
demo_hd01_vd37,PROSTITUTION,8,20,0.8480101440515303
demo_hd01_vd52,DECEPTIVE PRACTICE,8,55,-0.8480094251784187
demo_hd01_vd53,PROSTITUTION,8,69,0.8480002868072268
demo_hd01_vd50,OTHER OFFENSE,8,30,0.8479826823955476
demo_hd01_vd14,TOTAL,8,25,-0.8479578708140584
demo_hd01_vd45,KIDNAPPING,8,9,0.847951752403715
demo_hd01_vd01,PROSTITUTION,8,21,0.8479452650661073
demo_hd01_vd28,BATTERY,8,77,-0.8479363484874829
demo_hd01_vd26,BURGLARY,8,19,-0.847932305423073
demo_hd01_vd36,CRIMINAL DAMAGE,8,30,0.8478729653098432
demo_hd01_vd33,GAMBLING,8,19,0.8478717481804998
demo_hd01_vd28,BURGLARY,8,60,-0.8478703566124982
demo_hd01_vd39,CRIMINAL DAMAGE,8,52,0.847844204911266
demo_hd01_vd39,OTHER OFFENSE,8,6,0.8478286971213671
demo_hd01_vd14,TOTAL,8,39,-0.8478024954715547
demo_hd01_vd52,NARCOTICS,8,22,0.8477770983916971
demo_hd01_vd59,OTHER NARCOTIC VIOLATION,8,24,0.8477585471232869
demo_hd01_vd39,GAMBLING,8,53,0.8477480419194384
demo_hd01_vd36,BURGLARY,8,42,0.8477473663572894
demo_hd01_vd36,TOTAL,8,52,0.8477350440363615
demo_hd01_vd36,TOTAL,8,71,0.847733532218895
demo_hd01_vd56,PROSTITUTION,8,38,0.8477219989942639
demo_hd01_vd31,GAMBLING,8,19,0.8477137658304228
demo_hd01_vd49,CRIMINAL DAMAGE,8,62,0.8476608063172015
demo_hd01_vd20,NARCOTICS,8,12,0.8476162435320825
demo_hd01_vd21,TOTAL,8,57,0.8475836146029503
demo_hd01_vd52,THEFT,8,17,0.8475654930642047
traffic_bus,BATTERY,7,27,0.8475648652635898
traffic_bus,TOTAL,7,15,0.8475397905686191
demo_hd01_vd42,CRIMINAL DAMAGE,8,18,0.8475333503285934
demo_hd01_vd51,PROSTITUTION,8,40,0.8475190010648064
demo_hd01_vd36,BATTERY,8,72,0.8475125885964984
demo_hd01_vd52,BATTERY,8,71,0.8474308686789426
demo_hd01_vd54,GAMBLING,8,59,0.8474252419158856
demo_hd01_vd36,TOTAL,8,47,0.8473725005733234
demo_hd01_vd59,PROSTITUTION,8,40,0.8473676934673595
demo_hd01_vd47,GAMBLING,8,59,0.8473001017077622
demo_hd01_vd38,GAMBLING,8,35,0.8472795764560754
demo_hd01_vd39,CRIMINAL DAMAGE,8,30,0.8472729731246309
demo_hd01_vd39,TOTAL,8,55,0.8472633154143157
demo_hd01_vd14,TOTAL,8,48,-0.8472378495885422
traffic_bus,ASSAULT,7,30,0.847224177608685
demo_hd01_vd37,THEFT,8,18,0.8472224080231022
demo_hd01_vd53,CRIMINAL DAMAGE,8,74,0.8472196372943648
traffic_bus,BATTERY,7,25,0.8472151200996951
demo_hd01_vd38,ASSAULT,8,68,0.8472098988811283
demo_hd01_vd51,BATTERY,8,15,0.8472093171382504
demo_hd01_vd14,BATTERY,8,77,-0.8471982873645274
demo_hd01_vd32,GAMBLING,8,19,0.8471842073387688
demo_hd01_vd50,CRIMINAL DAMAGE,8,52,0.8471618282921731
demo_hd01_vd07,CRIM SEXUAL ASSAULT,8,26,-0.847108834437074
demo_hd01_vd53,NARCOTICS,8,12,0.8470982391009868
demo_hd01_vd53,BURGLARY,8,38,0.8470546062123703
demo_hd01_vd36,CRIMINAL DAMAGE,8,66,0.8470461242899161
traffic_bus,TOTAL,7,16,0.8470380940702743
demo_hd01_vd38,TOTAL,8,1,0.847029760242745
demo_hd01_vd45,GAMBLING,8,59,0.846993942751088
demo_hd01_vd55,CRIMINAL TRESPASS,8,5,0.8469723804096116
demo_hd01_vd36,CRIMINAL DAMAGE,8,18,0.8469587479387732
demo_hd01_vd48,PROSTITUTION,8,73,0.8468791365022942
traffic_bus,BATTERY,7,54,0.84687580537077
demo_hd01_vd39,CRIMINAL DAMAGE,8,22,0.8468641438268184
demo_hd01_vd55,KIDNAPPING,8,9,0.8468606420196636
demo_hd01_vd48,KIDNAPPING,8,9,0.8468571963705317
demo_hd01_vd39,OTHER OFFENSE,8,22,0.846841308446367
demo_hd01_vd14,THEFT,8,66,-0.8468402690029946
demo_hd01_vd27,WEAPONS VIOLATION,608,0,0.8468088302769942
demo_hd01_vd39,TOTAL,8,19,0.8468050779955213
demo_hd01_vd50,CRIMINAL DAMAGE,8,22,0.8467866820098287
demo_hd01_vd49,CRIMINAL DAMAGE,8,18,0.8467684106874375
demo_hd01_vd59,CRIMINAL DAMAGE,8,57,0.8467509188421259
demo_hd01_vd39,CRIMINAL DAMAGE,8,6,0.8466801763253959
demo_hd01_vd38,CRIMINAL DAMAGE,8,11,0.8466459624066842
demo_hd01_vd53,TOTAL,8,17,0.8466118848794107
demo_hd01_vd50,OTHER OFFENSE,8,31,0.8466017778295416
demo_hd01_vd51,THEFT,8,5,0.8465840422808797
demo_hd01_vd27,TOTAL,8,12,0.8465801997529534
demo_hd01_vd28,NARCOTICS,8,61,-0.8465280343175797
demo_hd01_vd35,CRIMINAL DAMAGE,8,18,0.8465249963303735
demo_hd01_vd53,DECEPTIVE PRACTICE,8,55,-0.8465022879357147
traffic_bus,BATTERY,7,63,0.8464781322687337
traffic_bus,THEFT,7,53,0.8464633055221779
traffic_bus,THEFT,7,6,0.8464254513422571
demo_hd01_vd53,ASSAULT,8,49,0.8464250702713149
demo_hd01_vd37,BATTERY,8,72,0.8464244313608064
demo_hd01_vd26,ASSAULT,8,67,-0.8463711988988366
demo_hd01_vd53,CRIMINAL DAMAGE,8,21,0.8463529197771379
demo_hd01_vd41,KIDNAPPING,8,9,0.8463332430173756
demo_hd01_vd10,TOTAL,8,12,0.8462811670337407
traffic_bus,CRIMINAL DAMAGE,7,30,0.8462784521766953
demo_hd01_vd38,TOTAL,8,42,0.8462438092671944
demo_hd01_vd56,LIQUOR LAW VIOLATION,8,73,0.846192727220036
demo_hd01_vd59,OTHER OFFENSE,8,52,0.8461780559028182
demo_hd01_vd08,BURGLARY,8,60,0.8461774023072257
traffic_bus,TOTAL,7,6,0.8461681082018361
demo_hd01_vd32,NARCOTICS,8,33,0.8461400595569597
demo_hd01_vd39,NARCOTICS,8,22,0.8461364819892141
demo_hd01_vd37,CRIMINAL DAMAGE,8,21,0.8461232514712923
demo_hd01_vd38,CRIMINAL DAMAGE,8,68,0.8460677383432704
demo_hd01_vd52,CRIMINAL DAMAGE,8,21,0.8460648807118822
demo_hd01_vd23,CRIMINAL DAMAGE,8,32,-0.8460620287439805
demo_hd01_vd49,OTHER OFFENSE,8,19,0.8460574829369245
demo_hd01_vd39,PROSTITUTION,8,40,0.8460322301267734
demo_hd01_vd59,GAMBLING,8,19,0.8460281308009029
demo_hd01_vd08,DECEPTIVE PRACTICE,8,33,-0.8459880215148579
demo_hd01_vd14,BURGLARY,8,67,-0.8459591737599511
demo_hd01_vd47,PROSTITUTION,8,22,0.8459369964405776
demo_hd01_vd59,OTHER NARCOTIC VIOLATION,8,2,0.8458980698989149
demo_hd01_vd39,BATTERY,8,71,0.8458945453025729
demo_hd01_vd38,THEFT,8,7,0.8458882101860247
demo_hd01_vd49,CRIMINAL DAMAGE,8,64,0.845868655924574
demo_hd01_vd38,BURGLARY,8,49,0.8458222199533941
demo_hd01_vd50,CRIMINAL DAMAGE,8,14,0.8457870504127323
demo_hd01_vd39,BATTERY,8,25,0.8457491526038627
demo_hd01_vd37,ROBBERY,8,66,0.8457234241088629
demo_hd01_vd14,NARCOTICS,8,21,-0.8457221749779892
demo_hd01_vd52,BATTERY,8,72,0.8457166818022953
demo_hd01_vd35,PROSTITUTION,8,56,0.8456981667726015
demo_hd01_vd39,TOTAL,8,52,0.8456950517411442
demo_hd01_vd48,CRIMINAL TRESPASS,8,33,0.8456719409657495
demo_hd01_vd33,PROSTITUTION,8,40,0.8456564075062496
demo_hd01_vd48,NARCOTICS,8,12,0.8456486925040025
demo_hd01_vd14,ROBBERY,8,68,-0.845643043519791
demo_hd01_vd37,TOTAL,8,72,0.8456361769073495
demo_hd01_vd59,NARCOTICS,8,12,0.8456182963971648
demo_hd01_vd53,PROSTITUTION,8,22,0.8455749986721643
traffic_bus,BATTERY,7,66,0.8455702350489166
demo_hd01_vd38,PROSTITUTION,8,32,0.8455632605370278
demo_hd01_vd41,PROSTITUTION,8,22,0.8455602784484301
traffic_bus,TOTAL,7,47,0.8455501446744316
demo_hd01_vd31,NARCOTICS,8,33,0.8454798987937491
demo_hd01_vd56,CRIMINAL TRESPASS,8,75,0.8454755731952716
demo_hd01_vd51,TOTAL,8,47,0.8454529649838005
traffic_bus,THEFT,7,61,0.8454490547095718
traffic_bus,THEFT,539,0,0.8454345887295664
demo_hd01_vd56,ROBBERY,8,21,0.8454092006157091
demo_hd01_vd36,ASSAULT,8,68,0.8453999599071386
demo_hd01_vd37,CRIMINAL DAMAGE,8,55,0.8453929791662518
demo_hd01_vd38,KIDNAPPING,8,41,0.8453868805559608
demo_hd01_vd36,CRIMINAL TRESPASS,8,70,0.8453794768279506
demo_hd01_vd53,NARCOTICS,8,33,0.8453232444441533
demo_hd01_vd52,CRIMINAL DAMAGE,8,49,0.8453107424854553
demo_hd01_vd37,TOTAL,8,36,0.8452945705366621
demo_hd01_vd23,BURGLARY,8,47,0.8452922999606727
traffic_bus,TOTAL,7,4,0.8452681700276118
demo_hd01_vd52,NARCOTICS,8,35,0.8452504378484065
demo_hd01_vd38,TOTAL,8,56,0.8452435456381624
demo_hd01_vd52,CRIMINAL TRESPASS,8,40,0.8452219577945272
demo_hd01_vd39,CRIMINAL TRESPASS,8,40,0.8451596856113388
demo_hd01_vd35,NARCOTICS,8,12,0.845149640527036
traffic_bus,CRIMINAL DAMAGE,7,67,0.8451433417247974
demo_hd01_vd51,NARCOTICS,8,22,0.8451210520422757
demo_hd01_vd26,BURGLARY,8,61,-0.8450816389011692
demo_hd01_vd52,THEFT,8,18,0.8450612155845274
traffic_bus,TOTAL,7,54,0.8450494197605128
traffic_bus,THEFT,7,69,0.8449911072364866
demo_hd01_vd56,CRIMINAL DAMAGE,8,56,0.8449882965338223
demo_hd01_vd49,PROSTITUTION,8,20,0.8449666209411651
demo_hd01_vd28,MOTOR VEHICLE THEFT,8,69,-0.8449664626820907
demo_hd01_vd38,CRIMINAL DAMAGE,8,14,0.8449658026597329
demo_hd01_vd53,BATTERY,8,56,0.8449651201520495
demo_hd01_vd36,DECEPTIVE PRACTICE,8,55,-0.8449595411450898
demo_hd01_vd37,CRIMINAL DAMAGE,8,15,0.8449568668766851
demo_hd01_vd39,BURGLARY,8,38,0.8449520929087998
demo_hd01_vd28,BATTERY,8,66,-0.8449395942957636
demo_hd01_vd56,CRIMINAL TRESPASS,8,70,0.8449364954481179
demo_hd01_vd32,GAMBLING,8,5,0.8449124053358232
demo_hd01_vd28,BURGLARY,8,66,-0.8448300102431281
demo_hd01_vd20,NARCOTICS,8,57,0.8448055971112733
demo_hd01_vd39,CRIMINAL TRESPASS,8,70,0.844802491087851
demo_hd01_vd01,GAMBLING,8,5,0.8447994176671042
demo_hd01_vd50,ASSAULT,8,68,0.8447559464588719
demo_hd01_vd26,MOTOR VEHICLE THEFT,8,61,-0.8447328137778622
demo_hd01_vd39,TOTAL,8,38,0.8447117209372891
demo_hd01_vd46,NARCOTICS,8,33,0.8446638477363251
demo_hd01_vd56,TOTAL,8,64,0.8446559473121242
demo_hd01_vd50,PROSTITUTION,8,22,0.8446511257374151
demo_hd01_vd37,OTHER OFFENSE,8,18,0.8446311147875751
demo_hd01_vd39,TOTAL,8,49,0.8446151829914121
demo_hd01_vd53,OTHER OFFENSE,8,52,0.8446025152495574
demo_hd01_vd14,TOTAL,8,21,-0.8445683071036614
demo_hd01_vd39,OTHER OFFENSE,8,58,0.8445472607483775
demo_hd01_vd52,CRIMINAL DAMAGE,8,67,0.8445326313716592
demo_hd01_vd52,TOTAL,8,56,0.844509336381622
demo_hd01_vd56,CRIMINAL DAMAGE,8,74,0.8445072099246853
demo_hd01_vd38,TOTAL,8,44,0.8444850932545471
demo_hd01_vd38,NARCOTICS,8,60,0.8444620252905554
traffic_bus,TOTAL,7,69,0.8444532992869459
demo_hd01_vd55,GAMBLING,8,19,0.8444083648871893
demo_hd01_vd14,BATTERY,8,23,-0.8443857064304473
demo_hd01_vd52,NARCOTICS,8,8,0.8443541638013449
demo_hd01_vd37,BATTERY,8,8,0.8443086745412753
demo_hd01_vd50,OTHER OFFENSE,8,40,0.8442875654412144
demo_hd01_vd52,CRIMINAL DAMAGE,8,63,0.8442784001155004
demo_hd01_vd53,CRIMINAL TRESPASS,8,75,0.844262049453736
demo_hd01_vd56,OTHER OFFENSE,8,52,0.8442535607518901
traffic_bus,BATTERY,7,28,0.844250667667874
demo_hd01_vd06,NARCOTICS,8,12,0.8442468228882555
demo_hd01_vd08,NARCOTICS,8,6,0.844238442952183
demo_hd01_vd28,NARCOTICS,8,63,-0.8442315274037616
demo_hd01_vd41,OTHER OFFENSE,8,31,0.8442066291225099
demo_hd01_vd37,GAMBLING,8,1,0.8441315761160054
traffic_bus,TOTAL,7,73,0.8441269036405039
demo_hd01_vd51,PROSTITUTION,8,3,0.844123957206701
demo_hd01_vd56,ROBBERY,8,42,0.8441089476686482
demo_hd01_vd50,OTHER OFFENSE,8,38,0.8441055735121034
demo_hd01_vd31,GAMBLING,8,5,0.8441027314913101
demo_hd01_vd05,TOTAL,8,47,0.8440978553675361
demo_hd01_vd56,OTHER OFFENSE,8,24,0.8440897494415347
demo_hd01_vd53,CRIMINAL DAMAGE,8,6,0.8440274854713
demo_hd01_vd38,MOTOR VEHICLE THEFT,8,68,0.8439317625849859
demo_hd01_vd59,PROSTITUTION,8,3,0.8439219572542903
demo_hd01_vd26,MOTOR VEHICLE THEFT,8,69,-0.8439043346514774
demo_hd01_vd28,TOTAL,8,67,-0.8438920327587649
traffic_bus,THEFT,7,49,0.8438918741263982
demo_hd01_vd10,INTERFERENCE WITH PUBLIC OFFICER,8,19,0.8438850465170111
demo_hd01_vd52,ROBBERY,8,66,0.8437736342362929
demo_hd01_vd37,CRIMINAL DAMAGE,8,53,0.8437716195420548
demo_hd01_vd27,CRIM SEXUAL ASSAULT,608,0,0.8437695878702258
traffic_bus,TOTAL,7,33,0.8437626736646634
traffic_bus,ROBBERY,7,23,0.8437564529014692
demo_hd01_vd38,PROSTITUTION,8,28,0.8437463044152128
traffic_bus,BATTERY,7,20,0.8437265113185544
demo_hd01_vd14,TOTAL,8,1,-0.8436725207828252
demo_hd01_vd17,TOTAL,608,0,0.8435850718977624
demo_hd01_vd45,OTHER NARCOTIC VIOLATION,8,2,0.843567708415713
demo_hd01_vd39,CRIMINAL DAMAGE,8,11,0.8435412779623994
demo_hd01_vd32,KIDNAPPING,8,9,0.8435300817319121
demo_hd01_vd53,KIDNAPPING,8,41,0.8435023051907047
demo_hd01_vd28,PUBLIC PEACE VIOLATION,8,5,-0.8434950063565584
demo_hd01_vd38,BATTERY,8,22,0.8434644332517522
demo_hd01_vd26,BURGLARY,8,25,-0.8434439046242863
demo_hd01_vd53,CRIMINAL DAMAGE,8,16,0.843409279422598
demo_hd01_vd49,NARCOTICS,8,12,0.8433894744516448
demo_hd01_vd08,NARCOTICS,8,16,0.8433828022323826
traffic_bus,CRIMINAL DAMAGE,7,43,0.8433809981126146
demo_hd01_vd36,OTHER OFFENSE,8,1,0.8433702066570983
traffic_bus,DECEPTIVE PRACTICE,7,67,0.843369687462044
demo_hd01_vd49,ROBBERY,8,42,0.8433528237327046
traffic_bus,BATTERY,7,67,0.843343216356457
traffic_bus,DECEPTIVE PRACTICE,7,68,0.8433371729579072
demo_hd01_vd28,NARCOTICS,8,41,-0.8433290459681513
demo_hd01_vd14,GAMBLING,8,69,-0.8433265771633257
demo_hd01_vd36,CRIMINAL DAMAGE,8,57,0.8433126219702267
demo_hd01_vd36,TOTAL,8,44,0.8433066929161132
demo_hd01_vd39,CRIMINAL TRESPASS,8,60,0.8432874763642155
demo_hd01_vd37,OTHER OFFENSE,8,24,0.843255437292265
demo_hd01_vd42,PROSTITUTION,8,40,0.8432471879555664
demo_hd01_vd53,BATTERY,8,15,0.843204274984096
demo_hd01_vd37,CRIMINAL DAMAGE,8,74,0.8431853963158012
demo_hd01_vd02,ASSAULT,608,0,0.843148154852177
demo_hd01_vd50,TOTAL,8,17,0.8431443583695096
demo_hd01_vd46,GAMBLING,8,5,0.8431413220917301
demo_hd01_vd59,PROSTITUTION,8,20,0.8431156739515849
demo_hd01_vd59,CRIMINAL DAMAGE,8,18,0.8430917890077623
